type,properties/PCODE,properties/PNAME,properties/DCODE,properties/DNAME,properties/CCODE,properties/CNAME,properties/VCODE,properties/VNAME,properties/ODCODE,properties/ODNAME,properties/FACILITCOD,properties/FACILITNAM,properties/COVERNAME,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/PNAME_km,properties/VNAME_km,properties/FACILITNAM_km
Feature,7,Kampot,702,Banteay Meas,70209.0,Tnaot Chong Srang,7020902.0,Kouk Veaeng,703,Kampong Trach,70313,Tnaot Chong Srang,Tnaot Chong Srang Commune_10 Villages,Point,466065.84109895455,1170514.1916181943,,,
Feature,7,Kampot,702,Banteay Meas,70210.0,Trapeang Sala Khang Kaeut,7021001.0,Toap Sdach,701,Angkor Chey,70110,Trapeang Sala,"Trapeang Sala Khang Lech, Trapeang Sala Khang Kaeut",Point,458397.83202017081,1183429.2133407847,,,
Feature,21,Takeo,2101,Angkor Borei,210101.0,Angkor Borei,21010106.0,Sameakki,2105,Prey Kabass,210503,Angkor Borey,"2 comune, 07  villages",Point,497036.89089025755,1215918.2549068199,,,
Feature,21,Takeo,2101,Angkor Borei,210102.0,Ba Srae,21010206.0,Ta Ei,2105,Prey Kabass,210504,Ba Srae,"2 comune,10  villages",Point,494711.88797349547,1221443.2622446769,,,
Feature,21,Takeo,2101,Angkor Borei,210103.0,Kouk Thlok,21010303.0,Tuol Putrea,2105,Prey Kabass,210502,Kok Thlok,"1 comune, 04  villages",Point,502142.89774361317,1208578.2449556652,,,
Feature,21,Takeo,2101,Angkor Borei,210104.0,Ponley,21010404.0,Ponley Khang Tboung,2105,Prey Kabass,210506,Ponley,"2 comune, 06  villages",Point,486928.87810615386,1224261.2662784667,,,
Feature,21,Takeo,2101,Angkor Borei,210106.0,Prey Phkoam,21010603.0,Prey Phkoam Ko,2105,Prey Kabass,210505,Prey Phkoam,"1 comune, 6  villages",Point,490383.88222558796,1218733.2588618081,,,
Feature,21,Takeo,2102,Bati,210201.0,Chambak,21020108.0,Seiha,2102,Bati,210203,Chambak,"4 comune, 15  villages",Point,481046.87246238906,1241994.2887386887,,,
Feature,17,Siemreap,1712,Srei Snam,171206.0,Slaeng Spean,17120602.0,Chranieng,1701,Kralanh,170107,Slaeng Spean,"Slaeng Spean, Klang Hay communes (16 villages)",Point,343909.95350979903,1536156.4635594313,,,
Feature,17,Siemreap,1713,Svay Leu,171304.0,Svay Leu,17130401.0,Chob Leu,1703,Sotr Nikum,170310,Svay Leu,"Svay Leu, Boeng Mealea, Khnang Phnum, Tasiem communes (21 villages)",Point,418053.90964678943,1497986.4306434419,,,
Feature,17,Siemreap,1714,Varin,171404.0,Svay Sa,17140403.0,Ruessei Thum,1704,Angkor Chum,170414,Svay Sa,"Svay sa, Prasat, Srae Khvav communes (16 villages)",Point,365053.93804107461,1525271.4522594884,,,
Feature,17,Siemreap,1714,Varin,171405.0,Varin,17140503.0,Varin,1704,Angkor Chum,170413,Varin,"Varin, Lvea Krang, Srae Nouy communes (13 villages)",Point,374109.94031274191,1533608.4434044582,,,
Feature,19,Stung Treng,1901,Sesan,190101.0,Kampun,19010102.0,Ban Mai,1901,Steung Treng,190108,Kampun,"Kampun,Phluk,Samkhuoy,Sdau,Srae Kor,Ta Lat,Kbal Romeas Commune, 22 Village",Point,617382.87236714421,1498194.4488723995,,,
Feature,7,Kampot,702,Banteay Meas,70213.0,Tuk Meas Khang Lech,7021308.0,Prey Krala Khang Lech,703,Kampong Trach,70310,Tuk Meas,"Tuk Meas Khang Lech, Tuk Meas Khang Kaeut Commune_ 15 Villages",Point,452141.82140295667,1179124.2083306897,,,
Feature,7,Kampot,702,Banteay Meas,70215.0,Voat Angk Khang Tboung,7021503.0,Chhay,701,Angkor Chey,70111,Voat Angk Cheung,"Voat Angk Khang Tboung, Voat Angk Khang Cheung",Point,448713.81786827458,1185032.2183008767,,,
Feature,7,Kampot,703,Chhuk,70301.0,Baniev,7030105.0,Trapeang Ta Sek,702,Chhouk,70206,Baniev,"Baniev, Doun Yay Commune_10 Villages",Point,444829.81357636314,1189932.2267864288,,,
Feature,19,Stung Treng,1902,Siem Bouk,190207.0,Srae Krasang,19020701.0,Srae Krasang,1901,Steung Treng,190110,Srae Krasang,"Srae Krasang, Kaoh Sralay, Kaoh Sampeay, Siem Buok ,Kaoh Preah ,Ou ,,,
,,,
Mreah, Ou Ruessei Kandal Commune, 17 Village",Point,604008.88621817529,1477091.4443033633,,,
Feature,19,Stung Treng,1903,Siem Pang,190305.0,Thma Kaev,19030502.0,Pha Bang,1901,Steung Treng,190107,Siempang,"Sekong, Thma Kaev, Preak Meas, Srae Sambour, Santepheap Commune, 28 Village",Point,650298.81773594837,1561830.4479276617,,,
Feature,19,Stung Treng,1904,Stueng Traeng,190401.0,Stueng Traeng,19040101.0,Preaek,1901,Steung Treng,190102,Steung Treng,"Stueng Traeng, Preah Bat Commune, 8 Village",Point,604892.8760418098,1496043.4422349962,,,
Feature,19,Stung Treng,1904,Stueng Traeng,190402.0,Sarh Ruessei,19040203.0,Srae Pou,1901,Steung Treng,190103,Srah Russei,"Sarh Russei, Sameakki Commune, 10 Village",Point,606879.87556337903,1496228.4432695031,,,
Feature,19,Stung Treng,1905,Thala Barivat,190502.0,Chamkar Leu,19050202.0,Chamkar Leu,1901,Steung Treng,190106,Chamkar Leu,"Anlong Chrey, Chamkar Leu, Anlong phe Commune, 14 Village",Point,579521.88155874063,1494108.4306824186,,,
Feature,7,Kampot,703,Chhuk,70302.0,Takaen,7030207.0,Sraka Neak,702,Chhouk,70209,Kaoh Sla,"Takaen, Trapeang Pleang Commune_18 Villages",Point,418345.78384109237,1209942.2654045003,,,
Feature,7,Kampot,703,Chhuk,70304.0,Chhuk,7030402.0,Chheu Teal,702,Chhouk,70202,Satv Pong,"Satv Pong, Chouk Commune_8 Villages",Point,440602.81011143443,1198128.2400833047,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200410.0,Krasang,20041003.0,Krasang,2002,Romeas Hek,200206,Krasaing,"Krasaing, Andoung Trabeak communce",Point,578011.97205248231,1275236.3411229544,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200411.0,Mukh Da,20041103.0,Kranhung,2002,Romeas Hek,200208,Mukh Da,"Mukh Da, Trapang Lpov communce",Point,578331.9799267737,1257761.3229976513,,,
Feature,20,Svay Rieng,2004,Romeas Haek,200412.0,Mream,20041219.0,Lbaeuk,2002,Romeas Hek,200209,Mream,Mream commune,Point,573603.97694255167,1252559.3152278536,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200501.0,Angk Ta Sou,20050101.0,Chaeng Maeng,2003,Svay Rieng,200313,Angk Ta Sou,"Angk Taso, Svay Angk communce",Point,577122.98676953535,1238755.3006731498,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200504.0,Chamlang,20050404.0,Ta Chey,2003,Svay Rieng,200304,Chamlang,Chamlang communce,Point,581307.9987498119,1223318.2833430148,,,
Feature,7,Kampot,703,Chhuk,70306.0,Krang Sbov,7030602.0,Trapeang Leuk,702,Chhouk,70205,Tramaeng,"Tramaeng, Krang Sbov Commune_10 Villages",Point,445568.816407323,1195580.2348255923,,,
Feature,7,Kampot,703,Chhuk,70307.0,Krang Snay,7030705.0,Lve,702,Chhouk,70203,Krang Snay,Krang Snay Commune_ 6 Villages,Point,444082.81592291954,1200814.2427844938,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200505.0,Ta Suos,20050504.0,Chambak Kaong,2003,Svay Rieng,200307,Ta Suos,"Ta Suos, Chambak commune",Point,577030.992060074,1226216.2851405954,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200506.0,Chek,20050604.0,Totea,2003,Svay Rieng,200305,Chek,"Chek, Pou reach communce",Point,585736.00191932486,1228431.2919282378,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200508.0,Doun Sa,20050807.0,Doun Sar,2003,Svay Rieng,200311,Daun Sa,"Doun Sar, Thlok, Mean Chey communce",Point,578941.98792100814,1241038.3041941286,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200510.0,Kraol Kou,20051002.0,Prey Nhay,2003,Svay Rieng,200309,Kraol Ko,"Kraol Kou, Chheu Teal communce",Point,567931.97816776019,1232679.2895286852,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200511.0,Kruos,20051110.0,Lvea,2003,Svay Rieng,200308,Kruos,"Kruos, Cham Bouk, Chheu Teal communce",Point,573048.98852313426,1222638.2788716808,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200514.0,Svay Chrum,20051406.0,Svay Kngao,2003,Svay Rieng,200306,Svay Chrum,"Svay Chrum, Kok Pring, Ta sos communce",Point,577881.99178585922,1229295.2893977903,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200515.0,Svay Thum,20051501.0,Svay Chek,2003,Svay Rieng,200312,Svay Thum,"Svay Thum, Chheu Teal communce",Point,567240.98078423599,1223487.2776678759,,,
Feature,20,Svay Rieng,2005,Svay Chrum,200516.0,Svay Yea,20051610.0,Sikar,2003,Svay Rieng,200310,Svay Yea,Svay Yea communce,Point,569529.97713557153,1240367.2994792454,,,
Feature,21,Takeo,2102,Bati,210203.0,Doung,21020304.0,Yuthka,2102,Bati,210202,Daung,"2 comune, 16  villages",Point,489722.88268597535,1241796.2878171213,,,
Feature,21,Takeo,2102,Bati,210204.0,Kandoeng,21020408.0,Kandoeng Touch,2102,Bati,210204,Kandoeng,"3comune, 21  villages",Point,482993.87534692464,1248201.2958130615,,,
Feature,21,Takeo,2102,Bati,210206.0,Krang Leav,21020617.0,Chheu Teal Chrum,2102,Bati,210209,Kraing Leav,"2 comune, 29  villages",Point,471081.8609144229,1243300.2915902035,,,
Feature,21,Takeo,2102,Bati,210207.0,Krang Thnong,21020708.0,Tonle Bati,2102,Bati,210205,Tonle Bati,"3 comune, 12  villages",Point,484862.87786415109,1252683.3007625104,,,
Feature,21,Takeo,2102,Bati,210208.0,Lumpong,21020809.0,Thma Sa,2102,Bati,210207,Lumpong,"3 comune, 15  villages",Point,473815.86487055966,1248447.297176939,,,
Feature,21,Takeo,2102,Bati,210210.0,Pot Sar,21021008.0,Kleang Sambatt,2102,Bati,210206,Pot Sar,"1 comune, 11  villages",Point,485593.87874501402,1253458.3015768589,,,
Feature,21,Takeo,2102,Bati,210211.0,Souphi,21021102.0,Tram Khnar,2102,Bati,210210,Tram Khna,"4 comune, 23  villages",Point,468104.85833355063,1248431.2980671476,,,
Feature,21,Takeo,2102,Bati,210214.0,Trapeang Krasang,21021408.0,Kou Duol,2102,Bati,210208,Trapaing Krasaing,"4 comune, 22 villages",Point,475585.86587166192,1240912.2880975262,,,
Feature,21,Takeo,2103,Bourei Cholsar,210301.0,Bourei Cholsar,21030104.0,Anlong Tien,2104,Kirivong,210414,Borey Cholsar,"1 comune, 7  villages",Point,499025.89343419991,1199273.231882931,,,
Feature,21,Takeo,2110,Treang,211012.0,Srangae,21101214.0,Kouk Ampov,2103,Daun Keo,210313,Srangae,"1 comune, 15  villages",Point,481449.86976398469,1211450.2497930843,,,
Feature,21,Takeo,2110,Treang,211013.0,Thlok,21101308.0,Chheu Teal Bak,2103,Daun Keo,210309,Thlork,"1 comune, 18 villages",Point,481702.86963993154,1206933.2435665065,,,
Feature,16,Ratanak Kiri,1601,Andoung Meas,160101.0,Malik,16010104.0,Saom,1601,Rattanakiri,160104,AnDaung Meas,VILLAGE,Point,748129.79790548061,1533726.5579982747,,,
Feature,16,Ratanak Kiri,1602,Ban Lung,160202.0,Labansiek,16020201.0,Phum Muoy,1601,Rattanakiri,160108,Ban Lung,VILLAGE,Point,715273.82718046196,1519721.5252473112,,,
Feature,16,Ratanak Kiri,1603,Bar Kaev,160303.0,Laminh,16030305.0,Phum Muoy,1601,Rattanakiri,160106,Barkeo,VILLAGE,Point,739771.82506919501,1514140.5551025718,,,
Feature,16,Ratanak Kiri,1604,Koun Mom,160406.0,Trapeang Chres,16040503.0,Phum Bei,1601,Rattanakiri,160111,Koun Mum,VILLAGE,Point,691728.85268383007,1501762.5062858784,,,
Feature,16,Ratanak Kiri,1605,Lumphat,160501.0,Chey Otdam,16050104.0,Dei Lou,1601,Rattanakiri,160103,Lum Phat,VILLAGE,Point,714526.85748710798,1491930.5318948766,,,
Feature,20,Svay Rieng,2006,Svay Rieng,200603.0,Koy Trabaek,20060301.0,Koy Trabaek,2003,Svay Rieng,200303,Basak,"Koy Trabaek, Basak communce",Point,588287.00756566436,1223417.2868057133,,,
Feature,20,Svay Rieng,2007,Svay Teab,200703.0,Kandieng Reay,20070301.0,Prasoutr Ti Muoy,2003,Svay Rieng,200314,Kandieng Reay,"Kandieng Reay, Sombou, Pra Sort, Svay Teur communce",Point,598390.02143428789,1221492.2896378972,,,
Feature,20,Svay Rieng,2007,Svay Teab,200705.0,Popeaek,20070505.0,Kampout Mreak,2001,Chi Phu,200109,Popek,"Popeaek, Prey Ta Y, Monoroum communce",Point,609146.03201897384,1226615.3024697113,,,
Feature,21,Takeo,2103,Bourei Cholsar,210303.0,Doung Khpos,21030308.0,Ta Yueng,2104,Kirivong,210416,Daung Khpos,"1 comune, 12  villages",Point,485439.87432711077,1201385.2354535379,,,
Feature,21,Takeo,2103,Bourei Cholsar,210304.0,Kampong Krasang,21030403.0,Kdol Chrum,2104,Kirivong,210413,Kampong Krasaing,"1 comune, 5  villages",Point,507109.90520966717,1191614.220927313,,,
Feature,21,Takeo,2103,Bourei Cholsar,210305.0,Kouk Pou,21030503.0,Chrey Kouk Pou,2104,Kirivong,210415,Kouk Pou,"1 comune, 8  villages",Point,489554.88023651618,1203378.2379859977,,,
Feature,21,Takeo,2104,Kiri Vong,210401.0,Angk Prasat,21040107.0,Phnum Lonteah,2104,Kirivong,210408,Pich Sa,"2 comune, 19 villages",Point,478377.86288819369,1189155.2184027894,,,
Feature,21,Takeo,2104,Kiri Vong,210402.0,Preah Bat Choan Chum,21040202.0,Kampong,2104,Kirivong,210421,Chaon Chum,"2 comune, 14  villages",Point,485899.87302166666,1176983.199134554,,,
Feature,21,Takeo,2104,Kiri Vong,210403.0,Kamnab,21040304.0,Khmal,2104,Kirivong,210407,Kamnab,"1 comune, 6  villages",Point,490124.87960767635,1177948.2003555647,,,
Feature,7,Kampot,703,Chhuk,70311.0,Neareay,7031101.0,Nareay,702,Chhouk,70204,Mean Chey,"Neareay, Mean Chey Commune_ 9 Villages",Point,450034.82480833615,1202542.2434594219,,,
Feature,7,Kampot,703,Chhuk,70313.0,Trapeang Bei,7031303.0,Trapeang Bei,702,Chhouk,70208,Voat Koy,"Trapeang Bei, Lbaeuk Commune_ 9 Villages",Point,429182.79159365804,1192546.2361866115,,,
Feature,7,Kampot,704,Chum Kiri,70401.0,Chres,7040104.0,Chres,702,Chhouk,70215,Chres,"Chres, Srae Samrong Commune_ 10 Villages",Point,442094.81483249553,1206055.250770153,,,
Feature,7,Kampot,704,Chum Kiri,70402.0,Chumpu Voan,7040203.0,Kandal,702,Chhouk,70216,Chumpu Voan,Chumpu Voan Commune_ 8 Villages,Point,436980.80749868549,1205291.2514416294,,,
Feature,7,Kampot,704,Chum Kiri,70404.0,Srae Chaeng,7040401.0,Kamnab,702,Chhouk,70214,Srae Chaeng,"Srae Knong, Srae Chaeng, Snay Angchet Coomune _ 12 Villages",Point,442248.81979181193,1220658.2703797901,,,
Feature,7,Kampot,704,Chum Kiri,70407.0,Trapeang Reang,7040701.0,Trapeang Veaeng,702,Chhouk,70213,Trapeang Reang,"Trapeang Reang, Snay Anchet Commune_9 Villages",Point,437038.80846139282,1207775.2548598319,,,
Feature,21,Takeo,2104,Kiri Vong,210404.0,Kampeaeng,21040405.0,Chi Mreak,2104,Kirivong,210403,Kampeng,"1 comune, 13  villages",Point,468397.84620078997,1178331.2034646717,,,
Feature,21,Takeo,2104,Kiri Vong,210406.0,Kouk Prech,21040607.0,Samraong Khang Kaeut,2104,Kirivong,210404,Kok Prech,"2 comune, 21  villages",Point,471364.85192928428,1185468.2138672422,,,
Feature,21,Takeo,2104,Kiri Vong,210407.0,Phnum Den,21040701.0,Phsar,2104,Kirivong,210406,Phnom Den,"1 comune, 9 villages",Point,489683.87858243816,1172069.1911609974,,,
Feature,21,Takeo,2104,Kiri Vong,210409.0,Prey Rumdeng,21040907.0,Dei Kraham,2104,Kirivong,210402,Prey Rumdeng,"2 comune, 20  villages",Point,474390.85477807326,1173917.1956111975,,,
Feature,21,Takeo,2104,Kiri Vong,210411.0,Saom,21041107.0,Saom,2104,Kirivong,210405,Som,"2 comune, 21  villages",Point,483750.86883662507,1167686.1845952054,,,
Feature,21,Takeo,2105,Kaoh Andaet,210501.0,Krapum Chhuk,21050104.0,Prey Mlu,2104,Kirivong,210410,Krapum Chhouk,"2 comune, 17  villages",Point,491898.88274948276,1186828.2138183438,,,
Feature,21,Takeo,2105,Kaoh Andaet,210503.0,Prey Khla,21050303.0,Prey Melong Khang Tboung,2104,Kirivong,210409,Prey Melong,"2 comune, 19  villages",Point,485934.87404238142,1189065.2175215031,,,
Feature,21,Takeo,2105,Kaoh Andaet,210504.0,Prey Yuthka,21050405.0,Ta Hien,2104,Kirivong,210411,Prey Yuthka,"2 comune, 13  villages",Point,496937.89015213295,1180884.204650684,,,
Feature,21,Takeo,2105,Kaoh Andaet,210505.0,Romenh,21050502.0,Romenh Khang Cheung,2104,Kirivong,210412,Romenh,"2 comune, 18  villages",Point,493613.88555788522,1193826.224112076,,,
Feature,21,Takeo,2106,Prey Kabbas,210603.0,Champa,21060302.0,Ruessei Thmei,2105,Prey Kabass,210511,Champa,,Point,489404.8818508049,1234019.2784174755,,,
Feature,21,Takeo,2106,Prey Kabbas,210605.0,Kampeaeng,21060503.0,Ta Lung,2105,Prey Kabass,210510,Kampeng,"3 comune, 18  villages",Point,486649.87790366408,1226323.268941683,,,
Feature,21,Takeo,2106,Prey Kabbas,210606.0,Kampong Reab,21060604.0,Kampong Leav,2105,Prey Kabass,210512,Kampong Reab,"Kampong Leav, peam, Chumnik, kanhchil, kompong srama, kampong reab, kleang kong,",Point,502086.89737074869,1233881.2779755376,,,
Feature,21,Takeo,2106,Prey Kabbas,210609.0,Prey Kabbas,21060905.0,Prey Kabbas Ko,2105,Prey Kabass,210513,Va Chieng,"3 comune, 21  villages",Point,493960.88717464102,1226554.2688563913,,,
Feature,21,Takeo,2106,Prey Kabbas,210610.0,Prey Lvea,21061002.0,Prey Lvea Lech,2105,Prey Kabass,210509,Prey Lvea,"4 comune, 17  villages",Point,495159.88889159728,1233926.2780681064,,,
Feature,21,Takeo,2106,Prey Kabbas,210612.0,Snao,21061201.0,Krang,2105,Prey Kabass,210514,Khen lak,"3 comune, 14  villages",Point,491746.88484196772,1236724.2816138421,,,
Feature,21,Takeo,2106,Prey Kabbas,210613.0,Tang Yab,21061302.0,Prey Chambak,2105,Prey Kabass,210508,Tang Yab,,Point,484369.87606363615,1238331.2840375123,,,
Feature,7,Kampot,705,Dang Tong,70502.0,Dang Tong,7050201.0,Thum Thmei,702,Chhouk,70210,Dang Tong,"Dang Tong, Srae Chea Khang Cheung, Kcheay Khang Cheung_ 17 Villages",Point,439663.80363187176,1183110.218243192,,,
Feature,7,Kampot,705,Dang Tong,70505.0,Mean Ritth,7050501.0,Prey Krang Khang Cheung,702,Chhouk,70207,Voat Preah Theat,"Mean Ritth, Boeng Nimul Commune_9 Villages",Point,437391.80212503782,1188523.227165059,,,
Feature,21,Takeo,2107,Samraong,210701.0,Boeng Tranh Khang Tboung,21070108.0,Angk Reang,2103,Daun Keo,210302,Boeng Tranh,"2 comune, 15  villages",Point,469110.85605964251,1228554.2739053066,,,
Feature,21,Takeo,2107,Samraong,210704.0,Chumreah Pen,21070411.0,Angkor Phdiek,2102,Bati,210212,Chumreahpen,"2 comune, 22  villages",Point,473285.86184566852,1232207.2778179024,,,
Feature,21,Takeo,2107,Samraong,210705.0,Khvav,21070518.0,Trapeang Trabaek,2102,Bati,210211,Khvav,"1 comune, 18  villages",Point,468856.85707466304,1236215.2834572007,,,
Feature,21,Takeo,2107,Samraong,210706.0,Lumchang,21070602.0,Svay Prey,2103,Daun Keo,210303,Lumchang,"2 comune, 19  villages",Point,473821.86125521141,1223664.2669204143,,,
Feature,21,Takeo,2107,Samraong,210707.0,Rovieng,21070722.0,Char,2102,Bati,210213,Rovieng,"2 comune, 24  villages",Point,476604.86666818196,1237754.2841666364,,,
Feature,21,Takeo,2107,Samraong,210708.0,Samraong,21070803.0,Prey Totueng,2102,Bati,210214,Samraong,"3 comune, 13  villages",Point,478405.86814712733,1232044.2769358216,,,
Feature,16,Ratanak Kiri,1606,Ou Chum,160605.0,Ou Chum,16060501.0,Ou Chum,1601,Rattanakiri,160102,O Chum,VILLAGE,Point,715439.8200942328,1526240.5231097406,,,
Feature,16,Ratanak Kiri,1607,Ou Ya Dav,160702.0,Lum Choar,16070204.0,Un,1601,Rattanakiri,160105,Oyadav,VILLAGE,Point,753933.82231530303,1512491.5732255585,,,
Feature,7,Kampot,705,Dang Tong,70507.0,Srae Chea Khang Tboung,7050701.0,Trapeang Kdar,703,Kampong Trach,70309,Srae Chea,"Srae Chea Khang Tboung, Kcheay Khang Tboung Commume_ 9 Villages",Point,439186.80047467793,1176075.2075843825,,,
Feature,7,Kampot,705,Dang Tong,70508.0,Totung,7050806.0,Damrei Leng,702,Chhouk,70212,Totung,"Totung, Damnak Sokram Commune_ 14 Villages",Point,445480.8128875079,1184612.218631645,,,
Feature,7,Kampot,705,Dang Tong,70509.0,Angkor Meas,7050901.0,Trapeang Reang,702,Chhouk,70211,Angkor Meas,"Lhang, Angkor Meas Commune_ 8 Villages",Point,431634.79437745031,1190513.2322382957,,,
Feature,7,Kampot,706,Kampong Trach,70602.0,Boeng Sala Khang Tbong,7060202.0,Chres,703,Kampong Trach,70305,Boeng Sala,"Boeng Sala Khang Tboung, Boeng Sala Khang Cheung Commune_7 Villages",Point,446727.80774523341,1161538.1818740873,,,
Feature,7,Kampot,706,Kampong Trach,70604.0,Damnak Kantuot Kha,7060401.0,Damnak Kantuot,703,Kampong Trach,70308,Damnak Kantuot,"Damnak Kantout Khang Tboung, Damnak Kantout Khang Cheung Commune_ 9 Villages",Point,440951.80092983699,1169304.1962998325,,,
Feature,16,Ratanak Kiri,1608,Ta Veaeng,160801.0,Ta Veaeng Leu,16080111.0,Ta Veaeng,1601,Rattanakiri,160109,Ta Veng,VILLAGE,Point,724930.78262118553,1556484.5199024517,,,
Feature,16,Ratanak Kiri,1609,Veun Sai,160901.0,Pong,16090102.0,Ban Phang,1601,Rattanakiri,160107,Voeun Sai,VILLAGE,Point,696972.80802426406,1545745.495990009,,,
Feature,16,Ratanak Kiri,1609,Veun Sai,160904.0,Ka Choun,16090402.0,Ka Choun Kraom,1601,Rattanakiri,160110,Ka Chuon,VILLAGE,Point,703478.80567341833,1545006.5028017161,,,
Feature,21,Takeo,2107,Samraong,210711.0,Trea,21071101.0,Veaeng,2103,Daun Keo,210304,Trea,"2 comune, 19  villages",Point,480041.86931381619,1224397.2670750304,,,
Feature,21,Takeo,2108,Doun Kaev,210801.0,Baray,21080111.0,Trapeang Leak,2103,Daun Keo,210305,Baray,"1 comune, 14 villages",Point,476820.86428015545,1217354.2582556126,,,
Feature,21,Takeo,2108,Doun Kaev,210802.0,Roka Knong,21080210.0,Phum Pir,2103,Daun Keo,210306,Roka Khnong,"1 comune, 12  villages",Point,476321.86329090968,1214863.2549986888,,,
Feature,21,Takeo,2108,Doun Kaev,210803.0,Roka Krau,21080302.0,Tram,2103,Daun Keo,210307,Roka Krau,"1 comune, 14 villages",Point,475664.86208870797,1212474.2518674855,,,
Feature,21,Takeo,2109,Tram Kak,210901.0,Angk Ta Saom,21090107.0,Angk Ta Saom,2101,Ang Rokar,210106,Angk Ta Saom,"1 comune, 22  villages",Point,464443.84795635962,1217295.2601912462,,,
Feature,21,Takeo,2109,Tram Kak,210903.0,Kus,21090303.0,Tumnob Chrey,2101,Ang Rokar,210102,Kus,"2 comune, 26  villages",Point,457967.83804711676,1211493.2538023402,,,
Feature,21,Takeo,2109,Tram Kak,210904.0,Leay Bour,21090422.0,Angk Neareay,2103,Daun Keo,210315,Leay Bo,"1 comune, 18  villages",Point,469630.85496433277,1218291.2605606434,,,
Feature,21,Takeo,2109,Tram Kak,210906.0,Ou Saray,21090611.0,Ruessei Muoy Kump,2101,Ang Rokar,210109,Trapaing Andeuk,"2 comune, 16  villages",Point,444989.82444195042,1224189.2740921944,,,
Feature,21,Takeo,2109,Tram Kak,210908.0,Otdam Souriya,21090806.0,Ta Sou,2103,Daun Keo,210316,Oudom Sorya,"2 comune, 21  villages",Point,468013.85370091023,1223076.2670943995,,,
Feature,21,Takeo,2109,Tram Kak,210909.0,Popel,21090904.0,Prey Chuor,2101,Ang Rokar,210107,Prey Chuor,"2 comune, 17  villages",Point,463430.84777139954,1222898.2677345385,,,
Feature,21,Takeo,2109,Tram Kak,210910.0,Samraong,21091004.0,Chan Teab,2101,Ang Rokar,210104,Trapaing Pring,"2 comune, 25  villages",Point,455999.83643579972,1215722.2599675909,,,
Feature,7,Kampot,706,Kampong Trach,70605.0,Kampong Trach Khang Kaeut,7060501.0,Kampong Trach Ti  Muoy,703,Kampong Trach,70307,Kampong Trach,"Kampong Trach Khang Lech, Kampong Trach Khang Kaeut Commune_11 Villages",Point,441953.80193472921,1167532.1931267397,,,
Feature,21,Takeo,2109,Tram Kak,210911.0,Srae Ronoung,21091117.0,Trapeang Tonloab,2103,Daun Keo,210314,Srae Ronoung,"1 comune, 17  villages",Point,466836.84980283683,1210285.2502993508,,,
Feature,21,Takeo,2109,Tram Kak,210912.0,Ta Phem,21091201.0,Mrum,2101,Ang Rokar,210105,Ta Phem,"1 comune, 23  villages",Point,459565.84173048695,1218196.2624136116,,,
Feature,21,Takeo,2109,Tram Kak,210913.0,Tram Kak,21091301.0,Yeay La,2101,Ang Rokar,210103,Tram Kak,"2 comune, 19  villages",Point,454892.83251677343,1206080.2471152742,,,
Feature,21,Takeo,2109,Tram Kak,210914.0,Trapeang Thum Khang Cheung,21091406.0,Prey Ta Lei,2101,Ang Rokar,210110,Ang Rokar,"3 comune, 20  villages",Point,455112.83632467408,1219948.2657748025,,,
Feature,21,Takeo,2109,Tram Kak,210914.0,Trapeang Thum Khang Cheung,21091410.0,Prey Sbat,2101,Ang Rokar,210108,Prey Sbat,"3 comune, 18  villages",Point,455411.83758962277,1223446.2702491574,,,
Feature,21,Takeo,2110,Treang,211002.0,Angk Khnaor,21100203.0,Trapeang Prei,2104,Kirivong,210417,Angk Khnol,"21 comune, 15  villages",Point,481296.86848179699,1201258.2356531613,,,
Feature,21,Takeo,2110,Treang,211004.0,Khvav,21100408.0,Ta Sraen,2103,Daun Keo,210310,Khvav,"2 comune, 15  villages",Point,470770.85441767523,1205877.2435402856,,,
Feature,21,Takeo,2110,Treang,211005.0,Prambei Mom,21100505.0,Prambei Mom,2104,Kirivong,210420,Prambei Mom,"2 comune, 16  villages",Point,477337.86257814791,1198703.2324658367,,,
Feature,21,Takeo,2110,Treang,211007.0,Prey Sloek,21100701.0,Prey Sandaek,2103,Daun Keo,210311,Prey Sloek,Prey Sloek,Point,476300.86205427372,1205811.2426356401,,,
Feature,21,Takeo,2110,Treang,211008.0,Roneam,21100803.0,Trapeang Thum,2103,Daun Keo,210312,Roneam,"1 comune, 12  villages",Point,472178.85650450538,1206770.244557023,,,
Feature,21,Takeo,2110,Treang,211009.0,Sambuor,21100908.0,Kbal Pou,2103,Daun Keo,210308,Sambo,"1 comune, 10  villages",Point,485302.8750399492,1212309.2506076668,,,
Feature,21,Takeo,2110,Treang,211010.0,Sanlung,21101007.0,Chen,2104,Kirivong,210419,Sanlung,,Point,473063.85571120318,1193557.22561069,,,
